"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2026 00:00 - 01/01/2026 00:15","BZN|DE-LU","45866.93","47568.38"
"04/01/2026 03:15 - 04/01/2026 03:30","BZN|DE-LU","44473.17","42860.33"
"04/01/2026 03:30 - 04/01/2026 03:45","BZN|DE-LU","44600.35","42767.16"
"04/01/2026 03:45 - 04/01/2026 04:00","BZN|DE-LU","44393.29","42763.81"
"04/01/2026 04:00 - 04/01/2026 04:15","BZN|DE-LU","44624.72","42983.81"
"04/01/2026 04:15 - 04/01/2026 04:30","BZN|DE-LU","44257.77","43044.78"
"04/01/2026 04:30 - 04/01/2026 04:45","BZN|DE-LU","43710.37","43204.48"
"04/01/2026 04:45 - 04/01/2026 05:00","BZN|DE-LU","43928.51","43238.08"
"04/01/2026 05:00 - 04/01/2026 05:15","BZN|DE-LU","43764.54","43720.41"
"04/01/2026 05:15 - 04/01/2026 05:30","BZN|DE-LU","43718.64","43899.54"
"04/01/2026 05:30 - 04/01/2026 05:45","BZN|DE-LU","43885.37","45683.40"
"04/01/2026 05:45 - 04/01/2026 06:00","BZN|DE-LU","43760.12","46016.01"
"04/01/2026 06:00 - 04/01/2026 06:15","BZN|DE-LU","43588.04","46685.07"
"04/01/2026 06:15 - 04/01/2026 06:30","BZN|DE-LU","43180.75","47117.86"
"04/01/2026 06:30 - 04/01/2026 06:45","BZN|DE-LU","43631.50","47468.72"
"04/01/2026 06:45 - 04/01/2026 07:00","BZN|DE-LU","44242.02","47697.26"
"04/01/2026 07:00 - 04/01/2026 07:15","BZN|DE-LU","44907.46","48303.84"
"04/01/2026 07:15 - 04/01/2026 07:30","BZN|DE-LU","44905.88","48930.26"
"04/01/2026 07:30 - 04/01/2026 07:45","BZN|DE-LU","45429.60","49637.31"
"04/01/2026 07:45 - 04/01/2026 08:00","BZN|DE-LU","46220.33","50204.67"
"04/01/2026 08:00 - 04/01/2026 08:15","BZN|DE-LU","47257.21","50914.40"
"04/01/2026 08:15 - 04/01/2026 08:30","BZN|DE-LU","47705.33","51551.55"
"04/01/2026 08:30 - 04/01/2026 08:45","BZN|DE-LU","48333.53","52334.74"
"04/01/2026 08:45 - 04/01/2026 09:00","BZN|DE-LU","49369.56","52922.70"
"04/01/2026 09:00 - 04/01/2026 09:15","BZN|DE-LU","50448.67","53498.14"
"04/01/2026 09:15 - 04/01/2026 09:30","BZN|DE-LU","51342.96","53958.31"
"04/01/2026 09:30 - 04/01/2026 09:45","BZN|DE-LU","51939.94","54470.31"
"04/01/2026 09:45 - 04/01/2026 10:00","BZN|DE-LU","52449.49","55152.03"
"04/01/2026 10:00 - 04/01/2026 10:15","BZN|DE-LU","52826.04","55416.27"
"04/01/2026 10:15 - 04/01/2026 10:30","BZN|DE-LU","53823.87","55904.72"
"04/01/2026 10:30 - 04/01/2026 10:45","BZN|DE-LU","54805.63","56500.29"
"04/01/2026 10:45 - 04/01/2026 11:00","BZN|DE-LU","54872.01","56892.62"
"04/01/2026 11:00 - 04/01/2026 11:15","BZN|DE-LU","55785.34","56856.68"
"04/01/2026 11:15 - 04/01/2026 11:30","BZN|DE-LU","56637.46","57252.26"
"04/01/2026 11:30 - 04/01/2026 11:45","BZN|DE-LU","56950.15","57501.58"
"04/01/2026 11:45 - 04/01/2026 12:00","BZN|DE-LU","57108.83","57834.10"
"04/01/2026 12:00 - 04/01/2026 12:15","BZN|DE-LU","57066.27","57482.64"
"04/01/2026 12:15 - 04/01/2026 12:30","BZN|DE-LU","57008.27","57314.35"
"04/01/2026 12:30 - 04/01/2026 12:45","BZN|DE-LU","57160.52","57167.66"
"04/01/2026 12:45 - 04/01/2026 13:00","BZN|DE-LU","56840.41","56899.24"
"04/01/2026 13:00 - 04/01/2026 13:15","BZN|DE-LU","57057.53","56674.40"
"04/01/2026 13:15 - 04/01/2026 13:30","BZN|DE-LU","56446.66","56112.47"
"04/01/2026 13:30 - 04/01/2026 13:45","BZN|DE-LU","56074.82","55851.55"
"04/01/2026 13:45 - 04/01/2026 14:00","BZN|DE-LU","56122.45","55290.45"
"04/01/2026 14:00 - 04/01/2026 14:15","BZN|DE-LU","55723.11","55214.15"
"04/01/2026 14:15 - 04/01/2026 14:30","BZN|DE-LU","54906.58","54952.81"
"04/01/2026 14:30 - 04/01/2026 14:45","BZN|DE-LU","55217.71","54667.68"
"04/01/2026 14:45 - 04/01/2026 15:00","BZN|DE-LU","54879.38","54822.60"
"04/01/2026 15:00 - 04/01/2026 15:15","BZN|DE-LU","54983.39","54906.72"
"04/01/2026 15:15 - 04/01/2026 15:30","BZN|DE-LU","55562.29","54661.81"
"04/01/2026 15:30 - 04/01/2026 15:45","BZN|DE-LU","55600.26","54813.81"
"04/01/2026 15:45 - 04/01/2026 16:00","BZN|DE-LU","55760.72","54696.00"
"04/01/2026 16:00 - 04/01/2026 16:15","BZN|DE-LU","56047.91","55227.00"
"04/01/2026 16:15 - 04/01/2026 16:30","BZN|DE-LU","56505.67","55745.48"
"04/01/2026 16:30 - 04/01/2026 16:45","BZN|DE-LU","57164.51","56330.11"
"04/01/2026 16:45 - 04/01/2026 17:00","BZN|DE-LU","58129.82","56817.60"
"04/01/2026 17:00 - 04/01/2026 17:15","BZN|DE-LU","59184.31","57511.47"
"04/01/2026 17:15 - 04/01/2026 17:30","BZN|DE-LU","59821.77","57907.83"
"04/01/2026 17:30 - 04/01/2026 17:45","BZN|DE-LU","60185.36","58591.52"
"04/01/2026 17:45 - 04/01/2026 18:00","BZN|DE-LU","60479.67","58799.62"
"04/01/2026 18:00 - 04/01/2026 18:15","BZN|DE-LU","60665.81","59403.62"
"04/01/2026 18:15 - 04/01/2026 18:30","BZN|DE-LU","60838.88","59555.40"
"04/01/2026 18:30 - 04/01/2026 18:45","BZN|DE-LU","60338.07","59560.49"
"04/01/2026 18:45 - 04/01/2026 19:00","BZN|DE-LU","59744.12","59494.56"
"04/01/2026 19:00 - 04/01/2026 19:15","BZN|DE-LU","59743.56","59290.01"
"04/01/2026 19:15 - 04/01/2026 19:30","BZN|DE-LU","59204.95","58972.91"
"04/01/2026 19:30 - 04/01/2026 19:45","BZN|DE-LU","58927.88","58542.75"
"04/01/2026 19:45 - 04/01/2026 20:00","BZN|DE-LU","58152.45","57842.36"
"04/01/2026 20:00 - 04/01/2026 20:15","BZN|DE-LU","57599.25","57227.78"
"04/01/2026 20:15 - 04/01/2026 20:30","BZN|DE-LU","56785.68","56659.11"
"04/01/2026 20:30 - 04/01/2026 20:45","BZN|DE-LU","56127.16","56157.57"
"04/01/2026 20:45 - 04/01/2026 21:00","BZN|DE-LU","55665.72","55505.89"
"04/01/2026 21:00 - 04/01/2026 21:15","BZN|DE-LU","55274.90","55031.66"
"04/01/2026 21:15 - 04/01/2026 21:30","BZN|DE-LU","55047.94","54559.99"
"04/01/2026 21:30 - 04/01/2026 21:45","BZN|DE-LU","54835.95","54038.53"
"04/01/2026 21:45 - 04/01/2026 22:00","BZN|DE-LU","54572.89","53724.73"
"04/01/2026 22:00 - 04/01/2026 22:15","BZN|DE-LU","54544.62","53349.21"
"04/01/2026 22:15 - 04/01/2026 22:30","BZN|DE-LU","54116.85","52809.02"
"04/01/2026 22:30 - 04/01/2026 22:45","BZN|DE-LU","53235.15","52306.98"
"04/01/2026 22:45 - 04/01/2026 23:00","BZN|DE-LU","52536.47","51715.49"
"04/01/2026 23:00 - 04/01/2026 23:15","BZN|DE-LU","52075.63","50968.26"
"04/01/2026 23:15 - 04/01/2026 23:30","BZN|DE-LU","51673.37","50387.47"
"04/01/2026 23:30 - 04/01/2026 23:45","BZN|DE-LU","50993.55","49880.27"
"04/01/2026 23:45 - 05/01/2026 00:00","BZN|DE-LU","50538.15","49388.03"
"05/01/2026 00:00 - 05/01/2026 00:15","BZN|DE-LU","49826.14","49245.51"
"05/01/2026 00:15 - 05/01/2026 00:30","BZN|DE-LU","49266.81","48545.08"
"05/01/2026 00:30 - 05/01/2026 00:45","BZN|DE-LU","48964.66","48281.40"
"05/01/2026 00:45 - 05/01/2026 01:00","BZN|DE-LU","48763.20","47878.04"
"05/01/2026 01:00 - 05/01/2026 01:15","BZN|DE-LU","48258.17","47496.41"
"05/01/2026 01:15 - 05/01/2026 01:30","BZN|DE-LU","47607.44","47182.71"
"05/01/2026 01:30 - 05/01/2026 01:45","BZN|DE-LU","47469.02","46905.96"
"05/01/2026 01:45 - 05/01/2026 02:00","BZN|DE-LU","47294.04","46793.94"
"05/01/2026 02:00 - 05/01/2026 02:15","BZN|DE-LU","46953.01","46742.44"
"05/01/2026 02:15 - 05/01/2026 02:30","BZN|DE-LU","47139.62","46704.55"
"05/01/2026 02:30 - 05/01/2026 02:45","BZN|DE-LU","47284.88","46640.03"
"05/01/2026 02:45 - 05/01/2026 03:00","BZN|DE-LU","47350.17","46539.40"
"05/01/2026 03:00 - 05/01/2026 03:15","BZN|DE-LU","46910.57","46615.11"
"05/01/2026 03:15 - 05/01/2026 03:30","BZN|DE-LU","47384.37","46502.61"
"05/01/2026 03:30 - 05/01/2026 03:45","BZN|DE-LU","48149.02","46583.91"
"05/01/2026 03:45 - 05/01/2026 04:00","BZN|DE-LU","47318.79","46609.96"
"05/01/2026 04:00 - 05/01/2026 04:15","BZN|DE-LU","47922.33","46976.59"
"05/01/2026 04:15 - 05/01/2026 04:30","BZN|DE-LU","47840.26","47211.76"
"05/01/2026 04:30 - 05/01/2026 04:45","BZN|DE-LU","48321.65","47821.95"
"05/01/2026 04:45 - 05/01/2026 05:00","BZN|DE-LU","49129.60","48363.95"
"05/01/2026 05:00 - 05/01/2026 05:15","BZN|DE-LU","50220.37","49462.38"
"05/01/2026 05:15 - 05/01/2026 05:30","BZN|DE-LU","50883.72","50165.51"
"05/01/2026 05:30 - 05/01/2026 05:45","BZN|DE-LU","52060.29","51195.18"
"05/01/2026 05:45 - 05/01/2026 06:00","BZN|DE-LU","53007.00","52172.24"
"05/01/2026 06:00 - 05/01/2026 06:15","BZN|DE-LU","54839.88","53894.98"
"05/01/2026 06:15 - 05/01/2026 06:30","BZN|DE-LU","56313.21","55145.13"
"05/01/2026 06:30 - 05/01/2026 06:45","BZN|DE-LU","57514.91","56447.08"
"05/01/2026 06:45 - 05/01/2026 07:00","BZN|DE-LU","58500.44","57383.69"
"05/01/2026 07:00 - 05/01/2026 07:15","BZN|DE-LU","59999.36","58787.90"
"05/01/2026 07:15 - 05/01/2026 07:30","BZN|DE-LU","61310.59","59797.03"
"05/01/2026 07:30 - 05/01/2026 07:45","BZN|DE-LU","62313.24","60930.34"
"05/01/2026 07:45 - 05/01/2026 08:00","BZN|DE-LU","63023.26","61640.54"
"05/01/2026 08:00 - 05/01/2026 08:15","BZN|DE-LU","64087.73","62560.68"
"05/01/2026 08:15 - 05/01/2026 08:30","BZN|DE-LU","64598.71","63142.96"
"05/01/2026 08:30 - 05/01/2026 08:45","BZN|DE-LU","65492.08","64033.32"
"05/01/2026 08:45 - 05/01/2026 09:00","BZN|DE-LU","66039.73","64345.90"
"05/01/2026 09:00 - 05/01/2026 09:15","BZN|DE-LU","66223.62","64830.08"
"05/01/2026 09:15 - 05/01/2026 09:30","BZN|DE-LU","66847.72","65071.78"
"05/01/2026 09:30 - 05/01/2026 09:45","BZN|DE-LU","67420.17","65518.05"
"05/01/2026 09:45 - 05/01/2026 10:00","BZN|DE-LU","67466.68","65948.01"
"05/01/2026 10:00 - 05/01/2026 10:15","BZN|DE-LU","67596.27","66043.90"
"05/01/2026 10:15 - 05/01/2026 10:30","BZN|DE-LU","67928.31","66414.42"
"05/01/2026 10:30 - 05/01/2026 10:45","BZN|DE-LU","68119.67","66710.23"
"05/01/2026 10:45 - 05/01/2026 11:00","BZN|DE-LU","68416.02","66900.31"
"05/01/2026 11:00 - 05/01/2026 11:15","BZN|DE-LU","68933.16","67144.35"
"05/01/2026 11:15 - 05/01/2026 11:30","BZN|DE-LU","69326.75","67259.64"
"05/01/2026 11:30 - 05/01/2026 11:45","BZN|DE-LU","69282.48","67577.36"
"05/01/2026 11:45 - 05/01/2026 12:00","BZN|DE-LU","69473.84","67730.22"
"05/01/2026 12:00 - 05/01/2026 12:15","BZN|DE-LU","69443.11","67769.29"
"05/01/2026 12:15 - 05/01/2026 12:30","BZN|DE-LU","69317.37","67751.86"
"05/01/2026 12:30 - 05/01/2026 12:45","BZN|DE-LU","69119.50","67285.29"
"05/01/2026 12:45 - 05/01/2026 13:00","BZN|DE-LU","68949.91","67018.64"
"05/01/2026 13:00 - 05/01/2026 13:15","BZN|DE-LU","68771.30","66927.34"
"05/01/2026 13:15 - 05/01/2026 13:30","BZN|DE-LU","68696.33","66578.55"
"05/01/2026 13:30 - 05/01/2026 13:45","BZN|DE-LU","68188.70","66547.50"
"05/01/2026 13:45 - 05/01/2026 14:00","BZN|DE-LU","67445.89","65638.72"
"05/01/2026 14:00 - 05/01/2026 14:15","BZN|DE-LU","67218.40","65745.12"
"05/01/2026 14:15 - 05/01/2026 14:30","BZN|DE-LU","67221.09","65592.94"
"05/01/2026 14:30 - 05/01/2026 14:45","BZN|DE-LU","67161.22","64566.13"
"05/01/2026 14:45 - 05/01/2026 15:00","BZN|DE-LU","67224.23","65204.30"
"05/01/2026 15:00 - 05/01/2026 15:15","BZN|DE-LU","67365.33","65236.58"
"05/01/2026 15:15 - 05/01/2026 15:30","BZN|DE-LU","67073.20","64806.14"
"05/01/2026 15:30 - 05/01/2026 15:45","BZN|DE-LU","66629.90","65102.81"
"05/01/2026 15:45 - 05/01/2026 16:00","BZN|DE-LU","66598.43","64969.97"
"05/01/2026 16:00 - 05/01/2026 16:15","BZN|DE-LU","66917.38","65345.62"
"05/01/2026 16:15 - 05/01/2026 16:30","BZN|DE-LU","67323.82","65833.66"
"05/01/2026 16:30 - 05/01/2026 16:45","BZN|DE-LU","67884.69","66467.16"
"05/01/2026 16:45 - 05/01/2026 17:00","BZN|DE-LU","68660.88","67163.42"
"05/01/2026 17:00 - 05/01/2026 17:15","BZN|DE-LU","68866.01","67679.96"
"05/01/2026 17:15 - 05/01/2026 17:30","BZN|DE-LU","69050.06","68732.76"
"05/01/2026 17:30 - 05/01/2026 17:45","BZN|DE-LU","69180.39","69061.38"
"05/01/2026 17:45 - 05/01/2026 18:00","BZN|DE-LU","69881.91","69324.41"
"05/01/2026 18:00 - 05/01/2026 18:15","BZN|DE-LU","69883.79","69248.01"
"05/01/2026 18:15 - 05/01/2026 18:30","BZN|DE-LU","69781.95","69296.25"
"05/01/2026 18:30 - 05/01/2026 18:45","BZN|DE-LU","69457.34","69464.64"
"05/01/2026 18:45 - 05/01/2026 19:00","BZN|DE-LU","69622.24","68384.14"
"05/01/2026 19:00 - 05/01/2026 19:15","BZN|DE-LU","68975.56","67727.15"
"05/01/2026 19:15 - 05/01/2026 19:30","BZN|DE-LU","68382.83","67267.21"
"05/01/2026 19:30 - 05/01/2026 19:45","BZN|DE-LU","68167.91","66375.32"
"05/01/2026 19:45 - 05/01/2026 20:00","BZN|DE-LU","67305.03","65720.63"
"05/01/2026 20:00 - 05/01/2026 20:15","BZN|DE-LU","66460.92","64971.33"
"05/01/2026 20:15 - 05/01/2026 20:30","BZN|DE-LU","65718.61","63559.95"
"05/01/2026 20:30 - 05/01/2026 20:45","BZN|DE-LU","64553.59","62988.04"
"05/01/2026 20:45 - 05/01/2026 21:00","BZN|DE-LU","64011.65","62224.87"
"05/01/2026 21:00 - 05/01/2026 21:15","BZN|DE-LU","63295.66","61302.34"
"05/01/2026 21:15 - 05/01/2026 21:30","BZN|DE-LU","62777.19","60394.49"
"05/01/2026 21:30 - 05/01/2026 21:45","BZN|DE-LU","61761.35","59649.69"
"05/01/2026 21:45 - 05/01/2026 22:00","BZN|DE-LU","61023.18","58860.30"
"05/01/2026 22:00 - 05/01/2026 22:15","BZN|DE-LU","60647.11","58664.64"
"05/01/2026 22:15 - 05/01/2026 22:30","BZN|DE-LU","60184.76","58019.25"
"05/01/2026 22:30 - 05/01/2026 22:45","BZN|DE-LU","59167.34","57168.94"
"05/01/2026 22:45 - 05/01/2026 23:00","BZN|DE-LU","58438.49","56214.61"
"05/01/2026 23:00 - 05/01/2026 23:15","BZN|DE-LU","57601.67","55279.30"
"05/01/2026 23:15 - 05/01/2026 23:30","BZN|DE-LU","56946.55","54581.00"
"05/01/2026 23:30 - 05/01/2026 23:45","BZN|DE-LU","56321.32","53784.59"
"05/01/2026 23:45 - 06/01/2026 00:00","BZN|DE-LU","56033.75","53158.56"
"06/01/2026 00:00 - 06/01/2026 00:15","BZN|DE-LU","55896.55","51456.85"
"06/01/2026 00:15 - 06/01/2026 00:30","BZN|DE-LU","55472.16","50905.44"
"06/01/2026 00:30 - 06/01/2026 00:45","BZN|DE-LU","54775.89","50381.51"
"06/01/2026 00:45 - 06/01/2026 01:00","BZN|DE-LU","54517.67","50044.74"
"06/01/2026 01:00 - 06/01/2026 01:15","BZN|DE-LU","53587.72","49421.88"
"06/01/2026 01:15 - 06/01/2026 01:30","BZN|DE-LU","53193.81","49033.27"
"06/01/2026 01:30 - 06/01/2026 01:45","BZN|DE-LU","52931.09","48705.98"
"06/01/2026 01:45 - 06/01/2026 02:00","BZN|DE-LU","52740.06","48391.08"
"06/01/2026 02:00 - 06/01/2026 02:15","BZN|DE-LU","52332.31","48147.93"
"06/01/2026 02:15 - 06/01/2026 02:30","BZN|DE-LU","52239.69","48053.35"
"06/01/2026 02:30 - 06/01/2026 02:45","BZN|DE-LU","52159.56","47681.63"
"06/01/2026 02:45 - 06/01/2026 03:00","BZN|DE-LU","52133.87","47888.32"
"06/01/2026 03:00 - 06/01/2026 03:15","BZN|DE-LU","51684.78","47962.03"
"06/01/2026 03:15 - 06/01/2026 03:30","BZN|DE-LU","51664.74","47982.85"
"06/01/2026 03:30 - 06/01/2026 03:45","BZN|DE-LU","51675.48","48130.44"
"06/01/2026 03:45 - 06/01/2026 04:00","BZN|DE-LU","51943.77","48183.89"
"06/01/2026 04:00 - 06/01/2026 04:15","BZN|DE-LU","52442.91","48149.65"
"06/01/2026 04:15 - 06/01/2026 04:30","BZN|DE-LU","52449.78","48705.59"
"06/01/2026 04:30 - 06/01/2026 04:45","BZN|DE-LU","52598.63","48909.09"
"06/01/2026 04:45 - 06/01/2026 05:00","BZN|DE-LU","53129.80","49248.39"
"06/01/2026 05:00 - 06/01/2026 05:15","BZN|DE-LU","53661.36","50352.77"
"06/01/2026 05:15 - 06/01/2026 05:30","BZN|DE-LU","53837.91","50922.41"
"06/01/2026 05:30 - 06/01/2026 05:45","BZN|DE-LU","54861.36","52046.51"
"06/01/2026 05:45 - 06/01/2026 06:00","BZN|DE-LU","55633.52","52915.50"
"06/01/2026 06:00 - 06/01/2026 06:15","BZN|DE-LU","57374.91","54030.55"
"06/01/2026 06:15 - 06/01/2026 06:30","BZN|DE-LU","58676.26","54952.22"
"06/01/2026 06:30 - 06/01/2026 06:45","BZN|DE-LU","59321.58","55799.42"
"06/01/2026 06:45 - 06/01/2026 07:00","BZN|DE-LU","60512.30","56645.97"
"06/01/2026 07:00 - 06/01/2026 07:15","BZN|DE-LU","61842.90","57670.57"
"06/01/2026 07:15 - 06/01/2026 07:30","BZN|DE-LU","63004.78","58833.73"
"06/01/2026 07:30 - 06/01/2026 07:45","BZN|DE-LU","63688.08","59487.93"
"06/01/2026 07:45 - 06/01/2026 08:00","BZN|DE-LU","64249.69","60085.20"
"06/01/2026 08:00 - 06/01/2026 08:15","BZN|DE-LU","65131.58","60571.65"
"06/01/2026 08:15 - 06/01/2026 08:30","BZN|DE-LU","65840.19","60932.76"
"06/01/2026 08:30 - 06/01/2026 08:45","BZN|DE-LU","66462.86","61363.74"
"06/01/2026 08:45 - 06/01/2026 09:00","BZN|DE-LU","67082.78","62016.77"
"06/01/2026 09:00 - 06/01/2026 09:15","BZN|DE-LU","67093.62","62652.47"
"06/01/2026 09:15 - 06/01/2026 09:30","BZN|DE-LU","67528.55","62580.34"
"06/01/2026 09:30 - 06/01/2026 09:45","BZN|DE-LU","67965.19","63260.55"
"06/01/2026 09:45 - 06/01/2026 10:00","BZN|DE-LU","68463.14","63823.96"
"06/01/2026 10:00 - 06/01/2026 10:15","BZN|DE-LU","68277.47","64132.92"
"06/01/2026 10:15 - 06/01/2026 10:30","BZN|DE-LU","68777.98","64109.84"
"06/01/2026 10:30 - 06/01/2026 10:45","BZN|DE-LU","69579.00","64671.36"
"06/01/2026 10:45 - 06/01/2026 11:00","BZN|DE-LU","69741.93","65065.59"
"06/01/2026 11:00 - 06/01/2026 11:15","BZN|DE-LU","69695.02","65571.85"
"06/01/2026 11:15 - 06/01/2026 11:30","BZN|DE-LU","69991.16","65824.79"
"06/01/2026 11:30 - 06/01/2026 11:45","BZN|DE-LU","70216.85","66808.97"
"06/01/2026 11:45 - 06/01/2026 12:00","BZN|DE-LU","70332.10","66752.21"
"06/01/2026 12:00 - 06/01/2026 12:15","BZN|DE-LU","70677.89","66587.27"
"06/01/2026 12:15 - 06/01/2026 12:30","BZN|DE-LU","70664.48","67059.41"
"06/01/2026 12:30 - 06/01/2026 12:45","BZN|DE-LU","70482.74","66128.47"
"06/01/2026 12:45 - 06/01/2026 13:00","BZN|DE-LU","70471.58","66434.55"
"06/01/2026 13:00 - 06/01/2026 13:15","BZN|DE-LU","70561.89","66058.87"
"06/01/2026 13:15 - 06/01/2026 13:30","BZN|DE-LU","70054.79","65525.00"
"06/01/2026 13:30 - 06/01/2026 13:45","BZN|DE-LU","69605.28","65961.41"
"06/01/2026 13:45 - 06/01/2026 14:00","BZN|DE-LU","69047.90","64771.69"
"06/01/2026 14:00 - 06/01/2026 14:15","BZN|DE-LU","68495.67","64606.65"
"06/01/2026 14:15 - 06/01/2026 14:30","BZN|DE-LU","68561.08","64449.49"
"06/01/2026 14:30 - 06/01/2026 14:45","BZN|DE-LU","68381.35","64079.11"
"06/01/2026 14:45 - 06/01/2026 15:00","BZN|DE-LU","68123.29","64187.12"
"06/01/2026 15:00 - 06/01/2026 15:15","BZN|DE-LU","68340.02","64212.43"
"06/01/2026 15:15 - 06/01/2026 15:30","BZN|DE-LU","68063.83","63604.68"
"06/01/2026 15:30 - 06/01/2026 15:45","BZN|DE-LU","68075.79","64225.73"
"06/01/2026 15:45 - 06/01/2026 16:00","BZN|DE-LU","68051.50","64246.19"
"06/01/2026 16:00 - 06/01/2026 16:15","BZN|DE-LU","68167.34","64307.31"
"06/01/2026 16:15 - 06/01/2026 16:30","BZN|DE-LU","68215.62","65132.06"
"06/01/2026 16:30 - 06/01/2026 16:45","BZN|DE-LU","68874.01","65914.62"
"06/01/2026 16:45 - 06/01/2026 17:00","BZN|DE-LU","69625.74","66617.75"
"06/01/2026 17:00 - 06/01/2026 17:15","BZN|DE-LU","70621.91","67379.08"
"06/01/2026 17:15 - 06/01/2026 17:30","BZN|DE-LU","70696.81","67895.35"
"06/01/2026 17:30 - 06/01/2026 17:45","BZN|DE-LU","71011.07","68111.34"
"06/01/2026 17:45 - 06/01/2026 18:00","BZN|DE-LU","71500.46","68006.92"
"06/01/2026 18:00 - 06/01/2026 18:15","BZN|DE-LU","71133.89","68215.02"
"06/01/2026 18:15 - 06/01/2026 18:30","BZN|DE-LU","70978.24","67905.76"
"06/01/2026 18:30 - 06/01/2026 18:45","BZN|DE-LU","70906.59","67489.61"
"06/01/2026 18:45 - 06/01/2026 19:00","BZN|DE-LU","70663.12","67071.59"
"06/01/2026 19:00 - 06/01/2026 19:15","BZN|DE-LU","69940.66","66760.11"
"06/01/2026 19:15 - 06/01/2026 19:30","BZN|DE-LU","69926.15","65590.09"
"06/01/2026 19:30 - 06/01/2026 19:45","BZN|DE-LU","69599.23","65173.33"
"06/01/2026 19:45 - 06/01/2026 20:00","BZN|DE-LU","69086.57","64702.38"
"06/01/2026 20:00 - 06/01/2026 20:15","BZN|DE-LU","67679.88","63924.01"
"06/01/2026 20:15 - 06/01/2026 20:30","BZN|DE-LU","67043.30","62995.99"
"06/01/2026 20:30 - 06/01/2026 20:45","BZN|DE-LU","66119.58","62887.44"
"06/01/2026 20:45 - 06/01/2026 21:00","BZN|DE-LU","65411.73","62215.45"
"06/01/2026 21:00 - 06/01/2026 21:15","BZN|DE-LU","64562.84","61280.29"
"06/01/2026 21:15 - 06/01/2026 21:30","BZN|DE-LU","64007.11","60548.68"
"06/01/2026 21:30 - 06/01/2026 21:45","BZN|DE-LU","63358.25","59896.96"
"06/01/2026 21:45 - 06/01/2026 22:00","BZN|DE-LU","62870.05","59190.71"
"06/01/2026 22:00 - 06/01/2026 22:15","BZN|DE-LU","62435.31","58573.07"
"06/01/2026 22:15 - 06/01/2026 22:30","BZN|DE-LU","61959.20","58267.16"
"06/01/2026 22:30 - 06/01/2026 22:45","BZN|DE-LU","60979.58","57245.80"
"06/01/2026 22:45 - 06/01/2026 23:00","BZN|DE-LU","60151.51","56578.00"
"06/01/2026 23:00 - 06/01/2026 23:15","BZN|DE-LU","59130.75","55773.79"
"06/01/2026 23:15 - 06/01/2026 23:30","BZN|DE-LU","58317.68","54823.77"
"06/01/2026 23:30 - 06/01/2026 23:45","BZN|DE-LU","57886.71","54235.33"
"06/01/2026 23:45 - 07/01/2026 00:00","BZN|DE-LU","57741.93","53461.52"
"07/01/2026 00:00 - 07/01/2026 00:15","BZN|DE-LU","56869.06","52328.93"
"07/01/2026 00:15 - 07/01/2026 00:30","BZN|DE-LU","56050.84","51624.95"
"07/01/2026 00:30 - 07/01/2026 00:45","BZN|DE-LU","55720.05","51207.21"
"07/01/2026 00:45 - 07/01/2026 01:00","BZN|DE-LU","55599.82","50913.04"
"07/01/2026 01:00 - 07/01/2026 01:15","BZN|DE-LU","54808.27","50096.71"
"07/01/2026 01:15 - 07/01/2026 01:30","BZN|DE-LU","54452.26","49763.28"
"07/01/2026 01:30 - 07/01/2026 01:45","BZN|DE-LU","54299.33","49358.44"
"07/01/2026 01:45 - 07/01/2026 02:00","BZN|DE-LU","54174.08","49345.26"
"07/01/2026 02:00 - 07/01/2026 02:15","BZN|DE-LU","54010.70","49105.33"
"07/01/2026 02:15 - 07/01/2026 02:30","BZN|DE-LU","53728.68","48944.74"
"07/01/2026 02:30 - 07/01/2026 02:45","BZN|DE-LU","53794.87","48742.62"
"07/01/2026 02:45 - 07/01/2026 03:00","BZN|DE-LU","53831.55","48788.26"
"07/01/2026 03:00 - 07/01/2026 03:15","BZN|DE-LU","53899.63","48783.03"
"07/01/2026 03:15 - 07/01/2026 03:30","BZN|DE-LU","54019.46","48772.12"
"07/01/2026 03:30 - 07/01/2026 03:45","BZN|DE-LU","53984.85","49214.79"
"07/01/2026 03:45 - 07/01/2026 04:00","BZN|DE-LU","54441.95","49149.16"
"07/01/2026 04:00 - 07/01/2026 04:15","BZN|DE-LU","55091.91","49767.16"
"07/01/2026 04:15 - 07/01/2026 04:30","BZN|DE-LU","55612.99","49774.74"
"07/01/2026 04:30 - 07/01/2026 04:45","BZN|DE-LU","55929.30","50294.93"
"07/01/2026 04:45 - 07/01/2026 05:00","BZN|DE-LU","56437.14","50802.28"
"07/01/2026 05:00 - 07/01/2026 05:15","BZN|DE-LU","57256.83","51858.74"
"07/01/2026 05:15 - 07/01/2026 05:30","BZN|DE-LU","58200.16","52291.47"
"07/01/2026 05:30 - 07/01/2026 05:45","BZN|DE-LU","59562.91","53137.01"
"07/01/2026 05:45 - 07/01/2026 06:00","BZN|DE-LU","61021.82","54356.83"
"07/01/2026 06:00 - 07/01/2026 06:15","BZN|DE-LU","63471.66","56305.95"
"07/01/2026 06:15 - 07/01/2026 06:30","BZN|DE-LU","65845.14","57855.24"
"07/01/2026 06:30 - 07/01/2026 06:45","BZN|DE-LU","67730.98","59088.99"
